AGORA ID,Official name,Casual name,Link to document,Collections,Short summary,Long summary,Tags,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
11,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6723 (""Requirements and report on workforce needs of intelligence community relating to science, technology, engineering, and math, and related areas"")","FY2023 NDAA, Section 6723 (""Requirements and report on workforce needs of intelligence community relating to science, technology, engineering, and math, and related areas"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,NDAA provisions;U.S. federal laws,"Requires the Director of National Intelligence, in coordination with the heads of human capital from each element of the intelligence community, to develop a plan for the recruitment and retention of personnel to integrate, maintain or use artificial intelligence and other emerging technology solutions","Instructs the Director of National Intelligence to submit a single report on the workforce needs of each element of the intelligence community relating to emerging technologies, with a specific focus on artificial intelligence.
        
Requires a list of personnel in work roles whose primary official duties include artificial intelligence responsibilities.
          
Requires an assessment of the quality and sustainability of the talent pipeline of the intelligence community with respect to talent in emerging technologies, including artificial intelligence. 

Requires a description of the education, recruitment, and retention programs personnel of the intelligence community.

Requires an assessment of any gaps in authorities, resources, recruitment or retention incentives, skills-based training, or educational programs, that may negatively affect the quality or sustainability of such talent pipeline.
            


",Strategies: Government study or report;Strategies: Government support;Strategies: Government support: AI workforce-related;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6731 (""Report on establishment of technology acquisition cadre"")","FY2023 NDAA, Section 6731 (""Report on establishment of technology acquisition cadre"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,NDAA provisions;U.S. federal laws,"Mandates the Director of National Intelligence to submit a feasibility report which establishes a cadre of experts in emerging technologies and software development, including systems to improve the adoption of commercial solutions for emerging technologies, particularly relating to artificial intelligence.","Mandates the Director of National Intelligence to submit a feasibility report on establishing a cadre of experts in emerging technologies.

Requires such cadre to accelerate the adoption of emerging technologies.

Requires such cadre to assist with software development and develop training requirements for acquisition professionals.

Requires an assessment of whether the establishment of the cadre would necessitate additional statutory authorities or resources, including to recruit, hire, and retain the talent and expertise needed to establish the cadre; and the benefits, risks, and costs of establishing a cadre.

Addresses the acquisition of a plan for implementation of the cadre, including the proposed size of the cadre, its management, and organization.

",Strategies: Evaluation;Strategies: Government study or report;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Governance development;Strategies: New institution;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6742 (""Code-free artificial intelligence enablement tools policy"")","FY2023 NDAA, Section 6742 (""Code-free artificial intelligence enablement tools policy"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,NDAA provisions;U.S. federal laws,"Instructs the heads of the elements of the intelligence community to draft a potential policy to promote the intelligence community-wide use of code-free artificial intelligence enablement tools.
","Instructs the heads of the elements of the intelligence community to draft a policy to promote the intelligence community-wide use of code-free artificial intelligence enablement tools.

Requires the given policy to include the objectives and a set of incentives for using code-free artificial intelligence enablement tools.

Instructs the intelligence community to devise a plan to ensure coordination and consideration in designating an official of each element of the intelligence community to oversee implementation of the policy.

Requires an assessment of the personnel and funding requirements, and any other resource requirements, that would be necessary to implement the draft policy in the given timeline.",Strategies: Government support;Strategies: Government support: For R&D;Strategies: New institution;Applications: Government: military and public safety;Applications: Government: benefits and welfare,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14,Advancing American Artificial Intelligence Act,Advancing American Artificial Intelligence Act,https://www.congress.gov/bill/117th-congress/house-bill/7776/text,U.S. federal laws,Encourages AI-related programs and initiatives to enhance US competitiveness and to promote greater AI adoption across the Federal Government. ,"Encourages AI-related programs and initiatives to enhance the competitiveness of the US based on innovation and entrepreneurialism. 

Promotes modernized business practices and advanced technologies aligned with US values, including protection of privacy, civil rights and civil liberties across the Federal Government.

Defines the term ""artificial intelligence system"".

Instructs the Secretary of Homeland Security, Chief Procurement Officer, Chief Information Officer, Chief Privacy Officer, and the Officer for Civil Rights and Civil Liberties of the Department to work together on policies for acquiring AI and considering the risks of AI.

Instructs the Inspector General to identify training and investments to enable the employees of the Office of the Inspector General to advance their understanding of AI and its usage.

Instructs Director of the Office of Management and Budget to develop guidance for policies for AI use in government, with inputs from both government agencies and non-governmental actors. 

Requests the Director of the Office of Management and Budget to brief congressional committees on the activities carried out under this Act. ",Risk factors: Privacy;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Government study or report;Strategies: Government support: AI workforce-related;Strategies: Convening;Strategies: Governance development;Applications: Government: other applications/unspecified,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11226 (""Artificial intelligence strategy"")","FY2023 NDAA, Section 11226 (""Artificial intelligence strategy"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,NDAA provisions;U.S. federal laws,"Requires the Commandant of the Coast Guard to coordinate AI-related activities, designate an senior Coast Guard official responsible for AI, and (through the designated official) develop a strategic plan for AI","Requires the Commandant of the Coast Guard to coordinate activities and data related to identifying, demonstrating and deploying AI technology.

Requires the Commandant to designate a senior Coast Guard official responsible for identifying, demonstrating and deploying AI technology and for convening other Coast Guard officials for AI-related purposes.

Requires the designated official to develop, and submit within two years, a strategic plan for identifying, demonstrating and deploying AI technology.",Strategies: Evaluation;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Applications: Government: military and public safety;Applications: Government: judicial and law enforcement,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11227 (""Review of artificial intelligence applications and establishment of performance metrics"")","FY2023 NDAA, Section 11227 (""Review of artificial intelligence applications and establishment of performance metrics"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,NDAA provisions;U.S. federal laws,"Instructs the Commandant of the Coast Guard to review, identify necessary resources for, and establish metrics and objectives for the potential integration of artificial intelligence into Coast Guard platforms, processes, and operations.","Directs the Commandant of the Coast Guard to study potential applications of artificial intelligence and to identify resources necessary to improve the use of artificial intelligence in Coast Guard platforms, processes, and operations; instructs the Commandant to establish related metrics and objectives.

Requires that the Commandant assess AI-related skill gaps and civilian and military personnel qualification and establish related metrics.

Requires that the Commandant establish performance objectives and accompanying metrics of specified AI-related modernization activities.
 
Requires the Commandant to report to Congress within 180 days after completion of the required review.",Strategies: Evaluation;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Governance development;Strategies: Performance requirements;Applications: Business services and analytics;Applications: Government: military and public safety;Applications: Government: judicial and law enforcement,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 162 (""Assessment and strategy for fielding capabilities to counter threats posed by unmanned aerial system swarms"")","FY2023 NDAA, Section 162 (""Assessment and strategy for fielding capabilities to counter threats posed by unmanned aerial system swarms"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,NDAA provisions;U.S. federal laws,Directs the Secretary of Defense to assess the threats and national security implications of unmanned aerial system swarms and review the capabilities of the Defense Department to counter these threats. Directs the Secretary of Defense to develop a strategy to field capabilities to counter threats posed by unmanned aerial system swarms and report the assessment findings and strategy to the congressional defense committees.,"Directs the Secretary of Defense to assess threats posed by unmanned aerial system swarms to installations and deployed Armed Forces, the use of these swarms by adversaries and their national security implications such as autonomous intelligence and machine learning, current capabilities of the Defense Department and their effectiveness in countering these threats, and efforts by the Defense Department to develop and field technology that can counter swarms.

Directs the Secretary of Defense to develop and implement a strategy to field capabilities to counter threats from unmanned aerial system swarms. The strategy should define ""unmanned aerial system swarm,"" outline plans for developing, testing, fielding, and acquiring capabilities to counter swarms, estimate resources needed by each Armed Force to implement the strategy, and determine the legislative action necessary for the Defense Department to counter swarm threats.

Directs the Secretary of Defense to consider incorporating the strategy into a comprehensive strategy to defend against unmanned aerial systems and to report the assessment findings and strategy to the congressional defense committees within 270 days.",Harms: Harm to health/safety;Harms: Harm to infrastructure;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: Post-market monitoring;Strategies: Government study or report;Strategies: Governance development;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title VII, Section 808 (""Acquisition authority of the Director of the Joint Artificial Intelligence Center"")","FY2021 NDAA, Division A, Title VII, Section 808 (""Acquisition authority of the Director of the Joint Artificial Intelligence Center"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,NDAA provisions;U.S. federal laws,"Instructs the Secretary of Defense to delegate acquisition authority to the Director of the Joint Artificial Intelligence Center; allocates personnel and funding to support outlined responsibilities of the Center, including overseeing the transition of artificial intelligence capabilities into appropriate acquisition programs. ","Instructs the Secretary of Defense to delegate acquisition authority to the Director of the Joint Artificial Intelligence Center, and outlines responsibilities of an acquisition executive in the execution, supervision, discussion, and coordination of relevant acquisition activities.

Allocates personnel and funding to support Center missions and the transition of artificial intelligence capabilities into appropriate acquisition programs or into operational use. 

Requires the Secretary of Defense to provide to congressional defense committees a demonstration of operational capability and an implementation plan that describes relevant acquisition activities, plans the oversight of an acquisition executive, and assesses the acquisition workforce, tools, and infrastructure needs of the Center. 


",Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Government support;Strategies: Convening;Strategies: Governance development;Strategies: New institution;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
24,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title XVII, Section 1751 (""Guidance and direction on use of direct hiring processes for artificial intelligence professionals and other data science and software development personnel"")","FY2021 NDAA, Division A, Title XVII, Section 1751 (""Guidance and direction on use of direct hiring processes for artificial intelligence professionals and other data science and software development personnel"")",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,NDAA provisions;U.S. federal laws,Instructs the Secretary of Defense to review existing guidance and create new guidance on the direct hiring processes for AI professionals and to submit a report on the guidance issued; lists the minimum requirements for the guidance.,"Instructs the Secretary of Defense to review existing guidance and create new guidance for secretaries of military departments and heads of defense on the direct hiring processes for AI professionals and other software and data science personnel.

Requires that the guidance instructs HR to utilize direct hiring authorities.

Instructs hiring authorities to use a panel of subject matter experts to review qualifications, authorizes the use of ePortfolio reviews, and encourages the use of referral bonuses for recruitment.

Instructs the Secretary of Defense to submit a report of the guidance issues to Congress within one year of the issuance of the guidance and highlights the requirements of the report.",Strategies: Government study or report;Strategies: Government support: AI workforce-related;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division E (""National Artificial Intelligence Initiative Act"")",National AI Initiative Act,https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,U.S. federal laws,"Requires the President to establish a National Artificial Intelligence Initiative to support AI-related research, education, workforce development, planning, and international cooperation; creates new AI-related research and funding programs within several federal agencies.","Requires the President to establish a National Artificial Intelligence Initiative to support AI-related research, education, workforce development, planning, and international cooperation. 

Requires the creation of an office, interagency coordinating committee, external advisory committee, and a task force for a potential National AI Research Resource. Directs the interagency committee to create and periodically update a strategic plan for artificial intelligence.

Requires a National Academies study of the impact of AI on the workforce.

Directs the Director of the National Science Foundation to fund new AI research institutes as well as various activities related to AI research, education, engineering, and ethics.

Amends the National Institute of Standards and Technology Act to give NIST various duties and powers related to AI and data.

Directs the Administrator of the National Oceanic and Atmospheric Administration to establish a Center for Artificial Intelligence.

Directs the Secretary of Energy to carry out an AI research and development program on topics including AI for science and trustworthy AI.","Risk factors: Bias;Risk factors: Reliability;Risk factors: Reliability: Robustness;Risk factors: Interpretability and explainability;Risk factors: Privacy;Risk factors: Safety;Risk factors: Security;Risk factors: Security: Dissemination;Risk factors: Transparency;Harms: Violation of civil or human rights, including privacy;Harms: Discrimination;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: External auditing;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Pilots and testbeds;Strategies: Convening;Strategies: Governance development;Strategies: New institution;Applications: Medicine, life sciences and public health;Applications: Agriculture and resource extraction;Applications: Manufacturing and process automation;Applications: Energy and utilities;Applications: Security;Applications: Education;Applications: Government: military and public safety;Applications: Government: judicial and law enforcement;Applications: Government: other applications/unspecified",True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
